"","nnd_to_prev","lek_id","date_prev","date_now","period"
"286",57.1397591993175,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"287",31.4342455625917,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"288",9.21278140535974,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"289",1.19596995591708,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"290",17.0471862695447,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"291",4.85852320432723,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"292",3.29681795729707,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"293",12.8905565712642,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"294",2.93507182378367,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"295",3.6682786802474,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"296",2.78257272892503,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"297",1.45104602506767,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"298",1.42807941889244,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"299",7.58456143886242,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"300",1.70455110322203,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"301",3.74005103430385,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"302",2.00967941903987,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"303",0.641720001556115,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"304",4.29177405778748,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"305",2.255610386024,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"306",1.64283292725477,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"307",0.934772945637396,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"308",2.56867882935517,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"309",1.90559447037705,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"310",0.528340884827354,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"311",2.88253936607165,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"312",7.02154084094634,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"313",1.46054868498238,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
